Collection State Code,Year,Month,Day,Collection Site Code,Commodity Code,Analyzing Lab Code,Source ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
FL,17,08,14,0009,GK,OH1,,GK,230,Pendimethalin,F,0.0222,0.003,M,GT,,,,O,805,35,0.20
FL,17,08,14,0009,GK,OH1,,GK,B61,Pyraclostrobin,F,4.3122,0.002,M,LU,,,,O,805,52,16.0
FL,17,08,14,0009,GK,OH1,,GK,597,Cypermethrin,O,0.6524,0.012,M,GT,,,,O,805,35,14.0
FL,17,08,14,0009,GK,OH1,,GK,AGY,Spinetoram,I,0.3621,0.01,M,LU,,,,O,805,52,10
FL,17,08,14,0038,GK,OH1,,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,18.0
FL,17,08,14,0038,GK,OH1,,GK,597,Cypermethrin,O,1.0041,0.012,M,GT,,,,O,805,35,14.0
FL,17,08,14,0038,GK,OH1,,GK,AHT,Fluopicolide,A,0.01,0.002,M,LU,,,,O,805,52,18
FL,17,08,14,0040,GK,OH1,,GK,134,DCPA,A,0.0278,0.001,M,GT,,,,O,805,35,5.0
FL,17,08,14,0052,GK,OH1,,GK,178,Omethoate,C,0.0832,0.05,M,LU,,Q,,O,805,52,2.0
FL,17,08,14,0052,GK,OH1,,GK,B43,Thiamethoxam,A,0.05,0.03,M,LU,,Q,,O,805,52,3.0
FL,17,08,14,0052,GK,OH1,,GK,930,Bifenthrin,O,0.0044,0.001,M,GT,,,,O,805,35,3.5
FL,17,08,14,0052,GK,OH1,,GK,351,Pentachloroaniline (PCA),A,0.0033,0.002,M,GT,,Q,,O,805,35,0.2
FL,17,08,14,0052,GK,OH1,,GK,AHM,Spirotetramat,I,0.0302,0.005,M,LU,,,,O,805,52,8.0
FL,17,08,14,0052,GK,OH1,,GK,171,Dimethoate,C,0.025,0.015,M,LU,,Q,,O,805,52,2.0
FL,17,08,14,0052,GK,OH1,,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,18.0
FL,17,08,14,0052,GK,OH1,,GK,AHT,Fluopicolide,A,0.0111,0.002,M,LU,,,,O,805,52,18
FL,17,08,14,0052,GK,OH1,,GK,028,Dieldrin,A,0.0076,0.002,M,GT,,,,O,805,35,0.05 AL
FL,17,08,14,0074,GK,OH1,,GK,028,Dieldrin,A,0.0033,0.002,M,GT,,Q,,O,805,35,0.05 AL
FL,17,08,14,0088,GK,OH1,,GK,028,Dieldrin,A,0.0033,0.002,M,GT,,Q,,O,805,35,0.05 AL
FL,17,10,04,0039,GK,OH1,,GK,134,DCPA,A,0.0246,0.001,M,GT,,,,O,805,35,5.0
FL,17,10,04,0039,GK,OH1,,GK,B48,Azoxystrobin,F,0.5922,0.002,M,LU,,,,O,805,52,25
FL,17,10,04,0039,GK,OH1,,GK,AES,Methoxyfenozide,I,0.5755,0.01,M,LU,,,,O,805,52,30
FL,17,10,04,0039,GK,OH1,,GK,B23,Fludioxonil,A,0.1175,0.005,M,LU,,,,O,805,52,10
FL,17,10,04,0068,GK,OH1,,GK,159,Methomyl,E,0.145,0.025,M,LU,,,,O,805,52,6
FL,17,10,04,0068,GK,OH1,,GK,AHM,Spirotetramat,I,0.0294,0.005,M,LU,,,,O,805,52,8.0
FL,17,10,04,0068,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
FL,17,10,04,0068,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
FL,17,10,04,0068,GK,OH1,,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
FL,17,10,04,0068,GK,OH1,,GK,AES,Methoxyfenozide,I,0.7561,0.01,M,LU,,,,O,805,52,30
FL,17,10,04,0083,GK,OH1,,GK,AMB,Cyantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,30
FL,17,10,04,0083,GK,OH1,,GK,134,DCPA,A,0.1937,0.001,M,GT,,,,O,805,35,5.0
FL,17,10,04,0083,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0355,0.002,M,LU,,,,O,805,52,16.0
FL,17,10,04,0083,GK,OH1,,GK,AHT,Fluopicolide,A,0.0171,0.002,M,LU,,,,O,805,52,18
FL,17,10,04,0085,GK,OH1,,GK,AHM,Spirotetramat,I,0.0083,0.005,M,LU,,Q,,O,805,52,8.0
FL,17,10,04,0085,GK,OH1,,GK,AES,Methoxyfenozide,I,1.3431,0.01,M,LU,,,,O,805,52,30
FL,17,10,04,0085,GK,OH1,,GK,B23,Fludioxonil,A,0.9381,0.005,M,LU,,,,O,805,52,10
FL,17,10,04,0085,GK,OH1,,GK,B80,Acetamiprid,A,0.3697,0.01,M,LU,,,,O,805,52,15
FL,17,10,09,0001,GK,OH1,,GK,B48,Azoxystrobin,F,0.0096,0.002,M,LU,,,,O,805,52,25
FL,17,10,09,0001,GK,OH1,,GK,AHM,Spirotetramat,I,0.0366,0.005,M,LU,,,,O,805,52,8.0
FL,17,10,09,0001,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
FL,17,10,09,0002,GK,OH1,,GK,AES,Methoxyfenozide,I,7.8976,0.01,M,LU,,,,O,805,52,30
FL,17,10,09,0002,GK,OH1,,GK,AHM,Spirotetramat,I,0.057,0.005,M,LU,,,,O,805,52,8.0
FL,17,10,09,0002,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
FL,17,10,09,0002,GK,OH1,,GK,134,DCPA,A,0.019,0.001,M,GT,,,,O,805,35,5.0
FL,17,10,09,0079,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.4906,0.01,M,LU,,,,O,805,52,11
FL,17,10,09,0079,GK,OH1,,GK,AHM,Spirotetramat,I,0.287,0.005,M,LU,,,,O,805,52,8.0
FL,17,10,09,0079,GK,OH1,,GK,B48,Azoxystrobin,F,0.0849,0.002,M,LU,,,,O,805,52,25
FL,17,10,09,0084,GK,OH1,,GK,B61,Pyraclostrobin,F,0.1444,0.002,M,LU,,,,O,805,52,16.0
FL,17,10,09,0084,GK,OH1,,GK,781,Cyfluthrin,O,0.055,0.008,M,GT,,,,O,805,35,7.0
FL,17,10,09,0092,GK,OH1,,GK,B23,Fludioxonil,A,0.1067,0.005,M,LU,,,,O,805,52,10
FL,17,10,09,0092,GK,OH1,,GK,597,Cypermethrin,O,0.1066,0.012,M,GT,,,,O,805,35,14.0
FL,17,10,09,0092,GK,OH1,,GK,134,DCPA,A,0.0371,0.001,M,GT,,,,O,805,35,5.0
FL,17,10,09,0092,GK,OH1,,GK,351,Pentachloroaniline (PCA),A,0.0033,0.002,M,GT,,Q,,O,805,35,0.2
FL,17,10,09,0092,GK,OH1,,GK,AES,Methoxyfenozide,I,1.251,0.01,M,LU,,,,O,805,52,30
FL,17,10,10,0040,GK,OH1,,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,18.0
FL,17,10,10,0040,GK,OH1,,GK,B48,Azoxystrobin,F,0.0083,0.002,M,LU,,,,O,805,52,25
FL,17,10,10,0040,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
FL,17,10,10,0040,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
FL,17,10,10,0060,GK,OH1,P,GK,AGG,Flonicamid,A,0.3713,0.05,M,LU,,,,O,805,52,16
FL,17,10,10,0060,GK,OH1,P,GK,AGY,Spinetoram,I,0.3269,0.01,M,LU,,,,O,805,52,10
FL,17,10,10,0060,GK,OH1,P,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
FL,17,10,10,0060,GK,OH1,P,GK,B61,Pyraclostrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,16.0
FL,17,10,10,0060,GK,OH1,P,GK,AKD,Penthiopyrad,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
FL,17,10,10,0060,GK,OH1,P,GK,028,Dieldrin,A,0.0033,0.002,M,GT,,Q,,O,805,35,0.05 AL
FL,17,10,10,0060,GK,OH1,P,GK,B48,Azoxystrobin,F,0.25,0.002,M,LU,,,,O,805,52,25
FL,17,11,13,0007,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0068,0.002,M,LU,,,,O,805,52,16.0
FL,17,11,13,0007,GK,OH1,,GK,B75,Boscalid,A,4.4818,0.01,M,LU,,,,O,805,52,18.0
FL,17,11,13,0007,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
FL,17,11,13,0007,GK,OH1,,GK,597,Cypermethrin,O,1.9527,0.012,M,GT,,,,O,805,35,14.0
FL,17,11,13,0038,GK,OH1,,GK,B48,Azoxystrobin,F,0.2016,0.002,M,LU,,,,O,805,52,25
FL,17,11,13,0038,GK,OH1,,GK,ADG,Indoxacarb,I,0.0976,0.003,M,LU,,,,O,805,52,12
FL,17,11,13,0038,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
FL,17,11,13,0038,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0482,0.01,M,LU,,,,O,805,52,11
FL,17,11,13,0056,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.2716,0.01,M,LU,,,,O,805,52,11
FL,17,11,13,0056,GK,OH1,,GK,B48,Azoxystrobin,F,0.1649,0.002,M,LU,,,,O,805,52,25
FL,17,11,13,0056,GK,OH1,,GK,597,Cypermethrin,O,0.0903,0.012,M,GT,,,,O,805,35,14.0
FL,17,11,13,0056,GK,OH1,,GK,B77,Dimethomorph,W,0.05,0.03,M,LU,,Q,,O,805,52,30.0
FL,17,11,13,0058,GK,OH1,,GK,ADG,Indoxacarb,I,0.2248,0.003,M,LU,,,,O,805,52,12
FL,17,11,13,0058,GK,OH1,,GK,AKW,Fluxapyroxad,A,0.0819,0.003,M,LU,,,,O,805,52,4.0
FL,17,11,13,0058,GK,OH1,,GK,B24,Pyriproxyfen,F,0.0017,0.001,M,GT,,Q,,O,805,35,2.0
FL,17,11,13,0058,GK,OH1,,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
FL,17,11,13,0058,GK,OH1,,GK,AHT,Fluopicolide,A,0.0164,0.002,M,LU,,,,O,805,52,18
FL,17,11,13,0058,GK,OH1,,GK,B48,Azoxystrobin,F,1.8084,0.002,M,LU,,,,O,805,52,25
FL,17,11,13,0058,GK,OH1,,GK,B61,Pyraclostrobin,F,1.0584,0.002,M,LU,,,,O,805,52,16.0
FL,17,11,13,0060,GK,OH1,P,GK,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,25
FL,17,11,13,0060,GK,OH1,P,GK,134,DCPA,A,0.0069,0.001,M,GT,,,,O,805,35,5.0
FL,17,11,13,0074,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
FL,17,11,13,0074,GK,OH1,,GK,AHT,Fluopicolide,A,0.0077,0.002,M,LU,,,,O,805,52,18
FL,17,11,13,0074,GK,OH1,,GK,134,DCPA,A,0.007,0.001,M,GT,,,,O,805,35,5.0
FL,17,11,13,0074,GK,OH1,,GK,539,Permethrin Total,O,0.005,0.003,M,GT,,Q,,O,805,35,5.0
FL,17,11,13,0074,GK,OH1,,GK,ANE,Flupyradifurone,I,0.05,0.03,M,LU,,Q,,O,805,52,40
FL,17,11,13,0074,GK,OH1,,GK,AGY,Spinetoram,I,0.0166,0.01,M,LU,,Q,,O,805,52,10
FL,17,11,13,0079,GK,OH1,,GK,B75,Boscalid,A,15.7308,0.01,M,LU,,,,O,805,52,18.0
FL,17,11,13,0079,GK,OH1,,GK,597,Cypermethrin,O,0.0923,0.012,M,GT,,,,O,805,35,14.0
FL,17,11,13,0079,GK,OH1,,GK,B48,Azoxystrobin,F,0.0167,0.002,M,LU,,,,O,805,52,25
FL,17,12,11,0001,GK,OH1,,GK,AHT,Fluopicolide,A,0.0375,0.002,M,LU,,,,O,805,52,18
FL,17,12,11,0001,GK,OH1,,GK,B48,Azoxystrobin,F,0.0226,0.002,M,LU,,,,O,805,52,25
FL,17,12,11,0001,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
FL,17,12,11,0001,GK,OH1,,GK,134,DCPA,A,0.0095,0.001,M,GT,,,,O,805,35,5.0
FL,17,12,11,0001,GK,OH1,,GK,ADG,Indoxacarb,I,0.005,0.003,M,LU,,Q,,O,805,52,12
FL,17,12,11,0041,GK,OH1,,GK,134,DCPA,A,0.0297,0.001,M,GT,,,,O,805,35,5.0
FL,17,12,11,0041,GK,OH1,,GK,ADG,Indoxacarb,I,0.0228,0.003,M,LU,,,,O,805,52,12
FL,17,12,11,0041,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
FL,17,12,11,0068,GK,OH1,,GK,597,Cypermethrin,O,0.0762,0.012,M,GT,,,,O,805,35,14.0
FL,17,12,11,0068,GK,OH1,,GK,134,DCPA,A,0.0442,0.001,M,GT,,,,O,805,35,5.0
FL,17,12,11,0068,GK,OH1,,GK,930,Bifenthrin,O,0.0036,0.001,M,GT,,,,O,805,35,3.5
FL,17,12,11,0068,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
FL,17,12,11,0068,GK,OH1,,GK,B52,Buprofezin,F,0.3648,0.001,M,LU,,,,O,805,52,60
FL,17,12,11,0075,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,16.0
FL,17,12,11,0075,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
FL,17,12,11,0075,GK,OH1,,GK,134,DCPA,A,0.0481,0.001,M,GT,,,,O,805,35,5.0
FL,17,12,11,0075,GK,OH1,,GK,B52,Buprofezin,F,0.04,0.001,M,LU,,,,O,805,52,60
FL,17,12,11,0075,GK,OH1,,GK,ADG,Indoxacarb,I,0.0221,0.003,M,LU,,,,O,805,52,12
FL,17,12,11,0084,GK,OH1,P,GK,AGY,Spinetoram,I,0.0166,0.01,M,LU,,Q,,O,805,52,10
FL,17,12,11,0084,GK,OH1,P,GK,134,DCPA,A,0.3475,0.001,M,GT,,,,O,805,35,5.0
FL,17,12,11,0084,GK,OH1,P,GK,173,Chlordane cis,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.1 AL
FL,17,12,11,0084,GK,OH1,P,GK,AKD,Penthiopyrad,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
FL,17,12,11,0084,GK,OH1,P,GK,B48,Azoxystrobin,F,0.052,0.002,M,LU,,,,O,805,52,25
FL,17,12,11,0086,GK,OH1,,GK,134,DCPA,A,0.0195,0.001,M,GT,,,,O,805,35,5.0
FL,17,12,11,0086,GK,OH1,,GK,AKC,Ametoctradin,F,0.0114,0.002,M,LU,,,,O,805,52,50
FL,17,12,11,0086,GK,OH1,,GK,539,Permethrin Total,O,0.005,0.003,M,GT,,Q,,O,805,35,5.0
FL,17,12,11,0086,GK,OH1,,GK,B80,Acetamiprid,A,0.0488,0.01,M,LU,,,,O,805,52,15
FL,17,12,12,0039,GK,OH1,,GK,134,DCPA,A,0.0414,0.001,M,GT,,,,O,805,35,5.0
FL,17,12,12,0039,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
FL,17,12,12,0039,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,16.0
FL,17,12,12,0039,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
FL,17,12,12,0039,GK,OH1,,GK,597,Cypermethrin,O,0.02,0.012,M,GT,,Q,,O,805,35,14.0
FL,17,12,12,0039,GK,OH1,,GK,AKW,Fluxapyroxad,A,0.005,0.003,M,LU,,Q,,O,805,52,4.0
FL,17,12,12,0039,GK,OH1,,GK,B52,Buprofezin,F,0.1111,0.001,M,LU,,,,O,805,52,60
MD,17,01,11,0001,GK,OH1,,GK,ANE,Flupyradifurone,I,0.05,0.03,M,LU,,Q,,O,805,52,40
MD,17,01,11,0001,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
MD,17,01,11,0001,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
MD,17,01,11,0001,GK,OH1,,GK,597,Cypermethrin,O,0.02,0.012,M,GT,,Q,,O,805,35,14.0
MD,17,01,11,0001,GK,OH1,,GK,AGX,Mandipropamid,N,5.793,0.005,M,LU,,,,O,805,52,25
MD,17,01,11,0001,GK,OH1,,GK,AHT,Fluopicolide,A,0.0854,0.002,M,LU,,,,O,805,52,18
MD,17,01,11,0021,GK,OH1,,GK,AGA,Cyazofamid,A,0.4554,0.005,M,LU,,,,O,805,52,12.0
MD,17,01,11,0021,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.4537,0.01,M,LU,,,,O,805,52,11
MD,17,01,11,0021,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
MD,17,01,11,0033,GK,OH1,,GK,AMB,Cyantraniliprole,I,1.0072,0.01,M,LU,,,,O,805,52,30
MD,17,01,11,0033,GK,OH1,,GK,B48,Azoxystrobin,F,0.5914,0.002,M,LU,,,,O,805,52,25
MD,17,01,11,0033,GK,OH1,,GK,597,Cypermethrin,O,0.0745,0.012,M,GT,,,,O,805,35,14.0
MD,17,01,11,0036,GK,OH1,,GK,AMB,Cyantraniliprole,I,0.0464,0.01,M,LU,,,,O,805,52,30
MD,17,01,11,0036,GK,OH1,,GK,134,DCPA,A,0.0441,0.001,M,GT,,,,O,805,35,5.0
MD,17,02,08,0021,GK,OH1,,GK,930,Bifenthrin,O,0.01,0.001,M,GT,,,,O,805,35,3.5
MD,17,02,08,0033,GK,OH1,,GK,ADG,Indoxacarb,I,0.7704,0.003,M,LU,,,,O,805,52,12
MD,17,02,08,0033,GK,OH1,,GK,A58,Tebuconazole,L,0.2552,0.005,M,LU,,,,O,805,52,2.5
MD,17,02,08,0033,GK,OH1,,GK,AKW,Fluxapyroxad,A,0.005,0.003,M,LU,,Q,,O,805,52,4.0
MD,17,02,08,0033,GK,OH1,,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
MD,17,02,08,0033,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0549,0.002,M,LU,,,,O,805,52,16.0
MD,17,02,08,0033,GK,OH1,,GK,AGX,Mandipropamid,N,0.0276,0.005,M,LU,,,,O,805,52,25
MD,17,02,08,0033,GK,OH1,,GK,AHT,Fluopicolide,A,0.008,0.002,M,LU,,,,O,805,52,18
MD,17,02,08,0033,GK,OH1,,GK,AKC,Ametoctradin,F,0.0075,0.002,M,LU,,,,O,805,52,50
MD,17,02,08,0039,GK,OH1,,GK,AKD,Penthiopyrad,A,0.0339,0.002,M,LU,,,,O,805,52,50
MD,17,02,08,0039,GK,OH1,,GK,597,Cypermethrin,O,0.3671,0.012,M,GT,,,,O,805,35,14.0
MD,17,02,08,0042,GK,OH1,,GK,AHS,Flubendiamide,I,0.1016,0.003,M,LU,,,,O,805,52,25
MD,17,02,08,0042,GK,OH1,,GK,607,Metalaxyl/Mefenoxam,F,0.0256,0.004,M,LU,,,,O,805,52,0.1
MD,17,02,08,0042,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
MD,17,02,08,0042,GK,OH1,,GK,930,Bifenthrin,O,0.0083,0.001,M,GT,,,,O,805,35,3.5
MD,17,02,08,0042,GK,OH1,,GK,B48,Azoxystrobin,F,6.4344,0.002,M,LU,,,,O,805,52,25
MD,17,02,08,0042,GK,OH1,,GK,AGX,Mandipropamid,N,2.759,0.005,M,LU,,,,O,805,52,25
MD,17,02,08,0042,GK,OH1,,GK,B58,Difenoconazole,L,0.7257,0.001,M,LU,,,,O,805,52,35
MD,17,02,08,0042,GK,OH1,,GK,AHT,Fluopicolide,A,0.5749,0.002,M,LU,,,,O,805,52,18
MD,17,03,08,0033,GK,OH1,,GK,ADG,Indoxacarb,I,2.327,0.003,M,LU,,,,O,805,52,12
MD,17,03,08,0033,GK,OH1,,GK,A58,Tebuconazole,L,0.1461,0.005,M,LU,,,,O,805,52,2.5
MD,17,03,08,0033,GK,OH1,,GK,607,Metalaxyl/Mefenoxam,F,0.0067,0.004,M,LU,,Q,,O,805,52,0.1
MD,17,03,08,0033,GK,OH1,,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
MD,17,03,08,0033,GK,OH1,,GK,AHT,Fluopicolide,A,0.0281,0.002,M,LU,,,,O,805,52,18
MD,17,03,08,0033,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0229,0.002,M,LU,,,,O,805,52,16.0
MD,17,03,08,0036,GK,OH1,,GK,AGX,Mandipropamid,N,0.7747,0.005,M,LU,,,,O,805,52,25
MD,17,03,08,0036,GK,OH1,,GK,AHT,Fluopicolide,A,0.0492,0.002,M,LU,,,,O,805,52,18
MD,17,03,08,0036,GK,OH1,,GK,B58,Difenoconazole,L,0.03,0.001,M,LU,,,,O,805,52,35
MD,17,03,08,0039,GK,OH1,,GK,B58,Difenoconazole,L,0.8692,0.001,M,LU,,,,O,805,52,35
MD,17,03,08,0039,GK,OH1,,GK,B22,Cyprodinil,V,0.1852,0.003,M,LU,,,,O,805,52,10.0
MD,17,03,08,0039,GK,OH1,,GK,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,25
MD,17,03,08,0039,GK,OH1,,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,18.0
MD,17,03,08,0039,GK,OH1,,GK,AKD,Penthiopyrad,A,0.01,0.002,M,LU,,,,O,805,52,50
MD,17,03,08,0042,GK,OH1,,GK,ADG,Indoxacarb,I,0.212,0.003,M,LU,,,,O,805,52,12
MD,17,03,08,0042,GK,OH1,,GK,A58,Tebuconazole,L,0.1634,0.005,M,LU,,,,O,805,52,2.5
MD,17,03,08,0042,GK,OH1,,GK,607,Metalaxyl/Mefenoxam,F,0.0067,0.004,M,LU,,Q,,O,805,52,0.1
MD,17,03,08,0042,GK,OH1,,GK,AGX,Mandipropamid,N,0.017,0.005,M,LU,,,,O,805,52,25
MD,17,03,08,0042,GK,OH1,,GK,B48,Azoxystrobin,F,0.0101,0.002,M,LU,,,,O,805,52,25
MD,17,04,12,0039,GK,OH1,,GK,597,Cypermethrin,O,1.0923,0.012,M,GT,,,,O,805,35,14.0
MD,17,04,12,0039,GK,OH1,,GK,B58,Difenoconazole,L,0.0866,0.001,M,LU,,,,O,805,52,35
MD,17,04,12,0039,GK,OH1,,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,18.0
MD,17,04,12,0039,GK,OH1,,GK,B22,Cyprodinil,V,0.005,0.003,M,LU,,Q,,O,805,52,10.0
MD,17,05,10,0033,GK,OH1,,GK,AHT,Fluopicolide,A,0.029,0.002,M,LU,,,,O,805,52,18
MD,17,05,10,0033,GK,OH1,,GK,AKG,Fluopyram,A,0.0182,0.002,M,LU,,,,O,805,52,50
MD,17,05,10,0033,GK,OH1,,GK,230,Pendimethalin,F,0.005,0.003,M,GT,,Q,,O,805,35,0.20
MD,17,05,10,0039,GK,OH1,,GK,134,DCPA,A,0.0121,0.001,M,GT,,,,O,805,35,5.0
MD,17,05,10,0039,GK,OH1,,GK,597,Cypermethrin,O,1.5082,0.012,M,GT,,,,O,805,35,14.0
MD,17,05,10,0039,GK,OH1,,GK,AKD,Penthiopyrad,A,0.0228,0.002,M,LU,,,,O,805,52,50
MD,17,05,10,0042,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0891,0.01,M,LU,,,,O,805,52,11
MD,17,05,10,0042,GK,OH1,,GK,AGA,Cyazofamid,A,0.0666,0.005,M,LU,,,,O,805,52,12.0
MD,17,06,14,0001,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
MD,17,06,14,0001,GK,OH1,,GK,134,DCPA,A,0.1249,0.001,M,GT,,,,O,805,35,5.0
MD,17,06,14,0001,GK,OH1,,GK,AGY,Spinetoram,I,0.0166,0.01,M,LU,,Q,,O,805,52,10
MD,17,06,14,0001,GK,OH1,,GK,781,Cyfluthrin,O,0.0133,0.008,M,GT,,Q,,O,805,35,7.0
MD,17,06,14,0001,GK,OH1,,GK,930,Bifenthrin,O,0.0082,0.001,M,GT,,,,O,805,35,3.5
MD,17,06,14,0005,GK,OH1,,GK,ADG,Indoxacarb,I,0.0995,0.003,M,LU,,,,O,805,52,12
MD,17,06,14,0005,GK,OH1,,GK,B48,Azoxystrobin,F,0.0915,0.002,M,LU,,,,O,805,52,25
MD,17,06,14,0005,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,11
MD,17,06,14,0005,GK,OH1,,GK,AGA,Cyazofamid,A,0.4826,0.005,M,LU,,,,O,805,52,12.0
MD,17,06,14,0021,GK,OH1,,GK,AKD,Penthiopyrad,A,0.2068,0.002,M,LU,,,,O,805,52,50
MD,17,06,14,0021,GK,OH1,,GK,134,DCPA,A,0.1441,0.001,M,GT,,,,O,805,35,5.0
MD,17,06,14,0021,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
MD,17,07,12,0021,GK,OH1,,GK,930,Bifenthrin,O,0.1889,0.001,M,GT,,,,O,805,35,3.5
MD,17,07,12,0021,GK,OH1,,GK,AKD,Penthiopyrad,A,0.0554,0.002,M,LU,,,,O,805,52,50
MD,17,07,12,0028,GK,OH1,,GK,AKD,Penthiopyrad,A,0.2896,0.002,M,LU,,,,O,805,52,50
MD,17,07,12,0028,GK,OH1,,GK,134,DCPA,A,0.0198,0.001,M,GT,,,,O,805,35,5.0
MD,17,07,12,0033,GK,OH1,,GK,597,Cypermethrin,O,0.7386,0.012,M,GT,,,,O,805,35,14.0
MD,17,07,12,0033,GK,OH1,,GK,781,Cyfluthrin,O,0.5877,0.008,M,GT,,,,O,805,35,7.0
MD,17,07,12,0036,GK,OH1,,GK,930,Bifenthrin,O,0.0587,0.001,M,GT,,,,O,805,35,3.5
MD,17,08,16,0001,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.3715,0.01,M,LU,,,,O,805,52,11
MD,17,08,16,0001,GK,OH1,,GK,B61,Pyraclostrobin,F,0.1788,0.002,M,LU,,,,O,805,52,16.0
MD,17,08,16,0033,GK,OH1,,GK,AES,Methoxyfenozide,I,1.0497,0.01,M,LU,,,,O,805,52,30
MD,17,08,16,0033,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
MD,17,08,16,0033,GK,OH1,,GK,781,Cyfluthrin,O,0.106,0.008,M,GT,,,,O,805,35,7.0
MD,17,08,16,0033,GK,OH1,,GK,AGW,Chlorantraniliprole,I,1.5395,0.01,M,LU,,,,O,805,52,11
MD,17,08,16,0039,GK,OH1,,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,18.0
MD,17,08,16,0039,GK,OH1,,GK,781,Cyfluthrin,O,0.3996,0.008,M,GT,,,,O,805,35,7.0
